	sale date	address	neighborhood	gush	helka	asset-type	rooms	floor	area	price
1861	01/01/2012	כצנלסון 9	מוצקין הותיקה	10428	101	דירה בבית קומות	4.5	שניה	89	720,000
1862	29/12/2011	גושן משה 32	מוצקין הותיקה	11577	51	דירה בבית קומות	4	שניה	95	1,210,000
1863	29/12/2011	אושה 15	מוצקין הותיקה	10429	118	דירה בבית קומות	3	קרקע	64	750,000
1864	28/12/2011	כצנלסון 25	מוצקין הותיקה	11577	51	דירה	4	שלישית	94	1,210,000
1865	27/12/2011	אושה 15	מוצקין הותיקה	11562	89	דירה בבית קומות	4.5	שלישית ועליית גג	110	1,330,000
1866	26/12/2011	ברק 9	מוצקין הותיקה	11577	150	דירה בבית קומות	3	רביעית	105	1,100,000
1867	26/12/2011	אוסישקין 4	מוצקין הותיקה	11562	89	דירה	5		117	1,330,000
1868	26/12/2011	דבורה 7	מוצקין הותיקה	10429	133	דירה בבית קומות	3	קרקע	79	680,000
1869	21/12/2011	רוקח 25	מוצקין הותיקה	11577	51	דירה בבית קומות	5	שניה	112	1,270,000
1870	20/12/2011	ההגנה 37	מוצקין הותיקה	11577	51	דירה	5	שניה	112	1,270,000
1871	19/12/2011	ההגנה 28	מוצקין הותיקה	11577	51	דירה בבית קומות	5	שלישית	128	1,500,000
1872	19/12/2011	הילדים 32	מוצקין הותיקה	10429	84	דירה בבית קומות	4.5	ראשונה	130	907,000
1873	18/12/2011	אושה 19	מוצקין הותיקה	11577	51	דירה	6	ראשונה	128	1,500,000
1874	15/12/2011	אושה 14	מוצקין הותיקה	11562	113	דירה בבית קומות	2		70	430,000
1875	14/12/2011	ציפורן 2	מוצקין הותיקה	11562	61	דירה בבית קומות	4	שניה	93	865,000
1876	14/12/2011	אושה 14	מוצקין הותיקה	10429	130	דירה בבית קומות	4	שלישית	86	680,000
1877	12/12/2011	אושה 15	מוצקין הותיקה	10428	132	דירה בבית קומות	2	ראשונה	47	450,000
1878	09/12/2011	גושן משה 84	מוצקין הותיקה	11562	52	דירה בבית קומות	4	שניה	90	750,000
1879	06/12/2011	גושן משה 16	מוצקין הותיקה	10430	423	דירה בבית קומות	3	ראשונה	75	410,000
1880	01/12/2011	אושה 27	מוצקין הותיקה	10429	118	דירה בבית קומות	3	ראשונה	95	800,000
1881	30/11/2011	כצנלסון 19	מוצקין הותיקה	11562	50	דירה בבית קומות	4	שלישית	77	620,000
1882	27/11/2011	עכו 87	מוצקין הותיקה	11562	89	דירה	4		97	1,100,000
1883	22/11/2011	ההגנה 31	מוצקין הותיקה	11562	1	דירה בבית קומות	4	שניה	91	900,000
1884	21/11/2011	קרן קימת 29	מוצקין הותיקה	11562	6	דירה בבית קומות	4	ראשונה	78	705,000
1885	17/11/2011	כצנלסון 11	מוצקין הותיקה	10428	32	דירה בבית קומות	3	שניה	50	390,000
1886	14/11/2011	סנש חנה 17	מוצקין הותיקה	10429	95	דירה בבית קומות	3.5	ראשונה	66	440,000
1887	13/11/2011	כצנלסון 6	מוצקין הותיקה	10428	34	דירה בבית קומות	2	ראשונה	40	400,000
1888	10/11/2011	גושן משה 66	מוצקין הותיקה	10429	124	דירה בבית קומות	5	ראשונה	130	1,200,000
1889	06/11/2011	גורדון 3	מוצקין הותיקה	10430	371	דירה בבית קומות	3	שלישית	70	525,000
1890	06/11/2011	אושה 33	מוצקין הותיקה	10429	174	דירה בבית קומות	2	ראשונה	45	470,000
1891	06/11/2011	רוקח 25	מוצקין הותיקה	11577	97	דירה בבית קומות	3.5	ראשונה	64	650,000
1892	03/11/2011	יעל 12	מוצקין הותיקה	10428	127	דירה בבית קומות	2	קרקע	47	422,000
1893	27/10/2011	אושה 15	מוצקין הותיקה	11577	140	דירה בבית קומות	2	ראשונה	42	320,000
1894	27/10/2011	עכו 51	מוצקין הותיקה	10428	123	דירה בבית קומות	1.5	ראשונה	25	240,000
1895	18/10/2011	קרן קימת 45	מוצקין הותיקה	10428	131	דירה בבית קומות	2	ראשונה	24	50,000
1896	18/10/2011	אושה 15	מוצקין הותיקה	10429	174	דירה בבית קומות	3	ראשונה	65	600,000
1897	11/10/2011	אוסישקין 44	מוצקין הותיקה	10428	135	דירה בבית קומות	2	ראשונה	50	530,000
1898	09/10/2011	סנש חנה 21	מוצקין הותיקה	10428	131	דירה בבית קומות	1.5	ראשונה	24	160,000
1899	04/10/2011	"רנ""ס 9"	מוצקין הותיקה	11577	105	דירה	4		108	980,000
1900	27/09/2011	כצנלסון 4	מוצקין הותיקה	11577	117	דירה בבית קומות	4	שניה	87	700,000
1901	26/09/2011	יעל 26	מוצקין הותיקה	11577	42	דירה בבית קומות	5	שישית	101	1,345,000
1902	19/09/2011	ויצמן 62	מוצקין הותיקה	10430	421	דירה בבית קומות	4	שלישית	75	700,000
1903	14/09/2011	הילדים 16	מוצקין הותיקה	11564	102	דירה בבית קומות	3	ראשונה	70	750,000
1904	11/09/2011	רוקח 19	מוצקין הותיקה	11577	42	דירה בבית קומות	5	שישית	120	1,520,000
1905	10/09/2011	גושן משה 68	מוצקין הותיקה	11577	42	דירה	5	שביעית	124	1,520,000
1906	06/09/2011	הדס 9	מוצקין הותיקה	11577	9	דירה בבית קומות	4	שניה	84	600,000
1907	01/09/2011	הדס 9	מוצקין הותיקה	11562	117	דירה בבית קומות		ראשונה	44	350,000
1908	01/09/2011	קרן קימת 16	מוצקין הותיקה	10428	123	דירה בבית קומות	2	ראשונה	33	230,000
1909	29/08/2011	אהרון 8	מוצקין הותיקה	11577	91	דירה בבית קומות	3	שניה	70	400,000
1910	28/08/2011	אוסישקין 44	מוצקין הותיקה	10428	158	דירה בבית קומות	3	ראשונה	89	570,000
1911	25/08/2011	רוקח 18	מוצקין הותיקה	11562	115	דירה בבית קומות	1	שניה	25	260,000
1912	16/08/2011	עכו 29	מוצקין הותיקה	11577	42	משרד			33	131,000
1913	15/08/2011	הילדים 8	מוצקין הותיקה	11562	121	דירה בבית קומות	2	קרקע	44	430,000
1914	14/08/2011	ההגנה 42	מוצקין הותיקה	10430	302	דירה בבית קומות	3	שלישית	68	500,000
1915	14/08/2011	סנש חנה 15	מוצקין הותיקה	10429	92	דירה בבית קומות	3	שניה	65	700,000
1916	11/08/2011	הרב הרצוג 2	מוצקין הותיקה	10430	421	דירה בבית קומות	4	רביעית	100	613,000
1917	04/08/2011	ברק 56	מוצקין הותיקה	10428	142	דירה בבית קומות	2	ראשונה	46	380,000
1918	26/07/2011	עכו 25	מוצקין הותיקה	10428	12	דירה בבית קומות	5	שלישית רביעית	88	720,000
1919	25/07/2011	כצנלסון 5	מוצקין הותיקה	11577	99	דירה בבית קומות	2.5	ראשונה	50	405,000
1920	20/07/2011	גורדון 10	מוצקין הותיקה	10430	549	דירה בבית קומות	4	ראשונה	108	570,000
1921	20/07/2011	גושן משה 66	מוצקין הותיקה	11562	12	דירה בבית קומות	5	קרקע וראשונה	109	950,000
1922	17/07/2011	גורדון 9	מוצקין הותיקה	10429	133	דירה בבית קומות	3	קרקע	79	605,000
1923	14/07/2011	תמר 6	מוצקין הותיקה	11562	115	דירה בבית קומות	1	ראשונה	24	200,000
1924	13/07/2011	יעל 25	מוצקין הותיקה	10428	70	דירה בבית קומות	3	ראשונה	55	410,000
1925	13/07/2011	יעל 9	מוצקין הותיקה	11562	88	דירה בבית קומות	5	ראשונה	100	1,145,000
1926	12/07/2011	עכו 83	מוצקין הותיקה	10429	140	דירה בבית קומות	3.5	שלישית	80	480,000
1927	12/07/2011	עכו 57	מוצקין הותיקה	11577	42	דירה בבית קומות	4	ראשונה	80	825,000
1928	11/07/2011	אוסישקין 4	מוצקין הותיקה	11577	42	דירה	3	ראשונה	80	825,000
1929	10/07/2011	אוסישקין 4	מוצקין הותיקה	11562	115	דירה בבית קומות	1.5	ראשונה	25	240,000
1930	10/07/2011	עכו 55	מוצקין הותיקה	11562	111	דירה בבית קומות	1.5	שלישית	31	225,000
1931	07/07/2011	עכו 97	מוצקין הותיקה	10430	386	דירה בבית קומות	3	שלישית	68	560,000
1932	05/07/2011	גושן משה 22	מוצקין הותיקה	11562	117	דירה בבית קומות	2	שניה	50	315,000
1933	05/07/2011	אורן 17	מוצקין הותיקה	11577	19	משרד		קרקע	48	475,000
1934	03/07/2011	גושן משה 38	מוצקין הותיקה	11577	19	דירה בבית קומות	3	ראשונה	75	640,000
1935	30/06/2011	אושה 23	מוצקין הותיקה	11577	9	דירה בבית קומות	4	שלישית	88	675,000
1936	29/06/2011	ויצמן 14	מוצקין הותיקה	11577	51	קרקע למגורים			664	2,800,000
1937	28/06/2011	אורן 19	מוצקין הותיקה	10430	370	דירה בבית קומות	3	שלישית	54	540,000
1938	27/06/2011	דבורה 18	מוצקין הותיקה	11562	65	בניני ציבור		קרקע	130	2,841,000
1939	27/06/2011	סנש חנה 15	מוצקין הותיקה	11562	65	בניני ציבור		קרקע	130	2,572,000
1940	23/06/2011	סנש חנה 5	מוצקין הותיקה	10429	139	דירה בבית קומות	3	שלישית	78	470,000
1941	22/06/2011	עכו 49	מוצקין הותיקה	10428	144	דירה בבית קומות	2	ראשונה	67	443,000
1942	19/06/2011	העליה 5	מוצקין הותיקה	11562	10	דירה בבית קומות	4	קרקע	81	895,000
1943	17/06/2011	דבורה 26	מוצקין הותיקה	11564	110	דירה בבית קומות	6	קרקע 1,2,3,	123	1,250,000
1944	15/06/2011	סנש חנה 7	מוצקין הותיקה	10428	144	דירה בבית קומות	2	ראשונה	50	470,000
1945	14/06/2011	אהרון 13	מוצקין הותיקה	11562	111	דירה בבית קומות	2	שלישית	25	211,000
1946	13/06/2011	כצנלסון 16	מוצקין הותיקה	11577	121	דירה בבית קומות	4	ראשונה	98	366,000
1947	06/06/2011	אורן 17	מוצקין הותיקה	10429	111	דירה בבית קומות	3	ראשונה	67	660,000
1948	05/06/2011	גושן משה 14	מוצקין הותיקה	11577	55	דירה בבית קומות	3	ראשונה	95	750,000
1949	01/06/2011	גושן משה 36	מוצקין הותיקה	11577	114	דירה בבית קומות	4	רביעית	100	740,000
1950	01/06/2011	אוסישקין 1	מוצקין הותיקה	11562	52	דירה בבית קומות	3	קרקע	78	1,000,000
1951	30/05/2011	עכו 73	מוצקין הותיקה	11562	64	דירה בבית קומות	4	ראשונה	92	1,225,000
1952	30/05/2011	עכו 73	מוצקין הותיקה	11577	106	דירה בבית קומות	3.5	ראשונה	76	750,000
1953	29/05/2011	אהרון 18	מוצקין הותיקה	11562	64	דירה	4		92	1,225,000
1954	29/05/2011	ההגנה 35	מוצקין הותיקה	11562	91	דירה בבית קומות	5	קרקע,ראשונה,שניה	130	970,000
1955	28/05/2011	רוקח 13	מוצקין הותיקה	10429	76	דירה	5		120	1,150,000
1956	23/05/2011	אושה 35	מוצקין הותיקה	11577	42	דירה בבית קומות	3	שניה	77	830,000
1957	22/05/2011	סנש חנה 7	מוצקין הותיקה	11577	42	דירה	3	שניה	77	830,000
1958	16/05/2011	עכו 53	מוצקין הותיקה	11562	77	משרד		ראשונה	102	890,000
1959	16/05/2011	אוסישקין 38	מוצקין הותיקה	10429	141	דירה בבית קומות	3.5	שלישית	77	490,000
1960	15/05/2011	סנש חנה 8	מוצקין הותיקה	10430	282	דירה בבית קומות	3.5	שלישית	72	607,000
1961	15/05/2011	אוסישקין 38	מוצקין הותיקה	10429	99	דירה בבית קומות	4	ראשונה	120	730,000
1962	11/05/2011	גושן משה 8	מוצקין הותיקה	10428	32	דירה בבית קומות	2	ראשונה	53	402,000
1963	09/05/2011	ציפורן 2	מוצקין הותיקה	11562	60	דירה בבית קומות	4	קרקע וראשונה	107	1,200,000
1964	05/05/2011	כצנלסון 15	מוצקין הותיקה	11562	89	דירה בבית קומות	4	שניה	95	950,000
1965	04/05/2011	הרב הרצוג 26	מוצקין הותיקה	11562	115	דירה בבית קומות	1	שניה	24	200,000
1966	04/05/2011	עכו 93	מוצקין הותיקה	11562	89	דירה	4	שניה	100	950,000
1967	04/05/2011	אוסישקין 4	מוצקין הותיקה	11562	64	דירה בבית קומות	4	ראשונה	90	1,225,000
1968	04/05/2011	הרב הרצוג 24	מוצקין הותיקה	11564	89	דירה בבית קומות	5	שניה	90	830,000
1969	03/05/2011	אוסישקין 4	מוצקין הותיקה	11562	66	דירה	4	שלישית	90	1,225,000
1970	03/05/2011	העליה 7	מוצקין הותיקה	11562	51	דירה בבית קומות	3	ראשונה	62	695,000
1971	03/05/2011	כצנלסון 25	מוצקין הותיקה	11577	109	דירה בבית קומות	3.5	שלישית	62	577,000
1972	01/05/2011	סנש חנה 10	מוצקין הותיקה	10429	90	דירה בבית קומות	3.5	שניה	69	455,000
1973	17/04/2011	דבורה 7	מוצקין הותיקה	10430	279	דירה בבית קומות	5	שלישית ורביעית	147	2,150,000
1974	17/04/2011	ברק 34	מוצקין הותיקה	11564	129	דירה בבית קומות	2	קרקע	63	515,000
1975	15/04/2011	הרב הרצוג 9	מוצקין הותיקה	11577	113	דירה בבית קומות	5	קרקע+ראשונה+שניה	136	1,245,000
1976	14/04/2011	ברק 34	מוצקין הותיקה	10428	157	דירה בבית קומות	1	קרקע	26	190,000
1977	13/04/2011	עכו 111	מוצקין הותיקה	11577	93	דירה בבית קומות	4	שלישית	90	630,000
1978	13/04/2011	ברק 29	מוצקין הותיקה	11564	98	דירה בבית קומות	4	שלישית	100	1,260,000
1979	13/04/2011	אהרון 13	מוצקין הותיקה	10430	420	דירה בבית קומות	4	שניה	88	810,000
1980	10/04/2011	ברק 29	מוצקין הותיקה	11562	21	דירה בבית קומות	4	שניה	90	810,000
1981	08/04/2011	סנש חנה 19	מוצקין הותיקה	10429	141	דירה בבית קומות	3.5	שלישית	76	510,000
1982	07/04/2011	ציפורן 2	מוצקין הותיקה	11577	39	דירה בבית קומות	1	קרקע	23	315,000
1983	05/04/2011	אוסישקין 4	מוצקין הותיקה	11562	64	דירה בבית קומות	4	שניה	92	1,225,000
1984	05/04/2011	אוסישקין 4	מוצקין הותיקה	11562	128	דירה בבית קומות	3		60	270,000
1985	04/04/2011	אושה 15	מוצקין הותיקה	11577	90	דירה בבית קומות	3	ראשונה	57	410,000
1986	04/04/2011	אושה 15	מוצקין הותיקה	11577	13	דירה בבית קומות	5.5	שלישית ורביעית	135	1,180,000
1987	04/04/2011	כצנלסון 3	מוצקין הותיקה	11562	64	דירה	4		92	1,225,000
1988	04/04/2011	ברק 8	מוצקין הותיקה	11562	111	דירה בבית קומות	2	שניה	24	220,000
1989	03/04/2011	אושה 15	מוצקין הותיקה	10428	132	דירה בבית קומות	2	ראשונה	47	420,000
1990	01/04/2011	אוסישקין 42	מוצקין הותיקה	10428	159	דירה בבית קומות	1	ראשונה	27	230,000
1991	01/04/2011	קרן קימת 36	מוצקין הותיקה	11562	111	דירה בבית קומות	1	ראשונה	25	206,000
1992	30/03/2011	אהרון 18	מוצקין הותיקה	11564	102	דירה בבית קומות	3.5	שניה	80	680,000
1993	29/03/2011	אושה 15	מוצקין הותיקה	11577	89	דירה בבית קומות	4	ראשונה	94	1,243,000
1994	22/03/2011	סנש חנה 17	מוצקין הותיקה	11577	148	קרקע למגורים			628	2,957,000
1995	22/03/2011	ברק 29	מוצקין הותיקה	10430	436	דירה בבית קומות	5	קרקע + ראשונה	135	880,000
1996	17/03/2011	ברק 29	מוצקין הותיקה	10430	302	דירה בבית קומות	2	ראשונה	54	680,000
1997	17/03/2011	ברק 29	מוצקין הותיקה	10428	138	דירה בבית קומות	2	ראשונה	38	333,000
1998	16/03/2011	ברק 29	מוצקין הותיקה	10429	138	דירה בבית קומות	4	שלישית	72	580,000
1999	13/03/2011	ברק 29	מוצקין הותיקה	11564	97	דירה בבית קומות	4	ראשונה	88	740,000
2000	08/03/2011	כצנלסון 13	מוצקין הותיקה	11562	114	דירה בבית קומות	3	שניה	104	500,000
2001	08/03/2011	ויצמן 26	מוצקין הותיקה	11562	114	דירה בבית קומות	4	ראשונה	112	950,000
2002	07/03/2011	רוקח 6	מוצקין הותיקה	10430	301	דירה בבית קומות	3	שלישית	60	475,000
2003	06/03/2011	ברק 29	מוצקין הותיקה	11562	3	משרד		קרקע	28	350,000
2004	03/03/2011	ברק 29	מוצקין הותיקה	11577	121	דירה בבית קומות	3	ראשונה	70	366,666
2005	02/03/2011	ויצמן 74	מוצקין הותיקה	10428	132	דירה בבית קומות	2	שניה	43	245,000
2006	02/03/2011	ברק 29	מוצקין הותיקה	10429	108	דירה בבית קומות	3	שניה	67	620,000
2007	02/03/2011	סנש חנה 10	מוצקין הותיקה	11562	124	דירה בבית קומות	2.5	שניה	43	280,000
2008	28/02/2011	ברק 29	מוצקין הותיקה	10428	141	דירה בבית קומות	2	קרקע	27	250,000
2009	22/02/2011	רוקח 2	מוצקין הותיקה	10430	382	דירה בבית קומות	4	שלישית	69	680,000
2010	21/02/2011	ציפורן 2	מוצקין הותיקה	10428	156	דירה בבית קומות	4	ראשונה	76	530,000
2011	20/02/2011	הקרב 6	מוצקין הותיקה	10428	33	דירה בבית קומות	2	שניה	39	300,000
2012	20/02/2011	ציפורן 2	מוצקין הותיקה	11564	147	דירה	5		108	1,235,000
2013	20/02/2011	ברק 17	מוצקין הותיקה	11577	42	דירה בבית קומות	3	רביעית	84	860,000
2014	19/02/2011	הילדים 16	מוצקין הותיקה	11577	42	דירה	3	רביעית	84	850,000
2015	17/02/2011	אושה 13	מוצקין הותיקה	11562	121	דירה בבית קומות	2	ראשונה	75	420,000
2016	17/02/2011	אהרון 13	מוצקין הותיקה	11577	42	דירה בבית קומות	4	שישית	109	1,300,000
2017	13/02/2011	רוקח 10	מוצקין הותיקה	11577	116	דירה בבית קומות	5	שלישית רביעית	104	820,000
2018	10/02/2011	ברק 29	מוצקין הותיקה	10430	391	דירה בבית קומות	3.5	ראשונה	100	680,000
2019	09/02/2011	ויצמן 12	מוצקין הותיקה	11564	98	דירה בבית קומות	3	ראשונה	64	458,000
2020	09/02/2011	אהרון 18	מוצקין הותיקה	10430	370	דירה בבית קומות	3	שניה	54	550,000
2021	09/02/2011	אורן 19	מוצקין הותיקה	11577	42	דירה בבית קומות	3	שניה	80	840,000
2022	08/02/2011	ההגנה 44	מוצקין הותיקה	11577	42	דירה	3	שניה	80	840,000
2023	07/02/2011	"הפלמ""ח 6"	מוצקין הותיקה	10429	133	דירה בבית קומות	3	שניה	71	600,000
2024	06/02/2011	רוקח 17	מוצקין הותיקה	11564	158	דירה בבית קומות	4	קרקע	80	757,000
2025	01/02/2011	ברק 9	מוצקין הותיקה	11577	52	דירה בבית קומות	3.5	שלישית	73	620,000
2026	30/01/2011	כצנלסון 6	מוצקין הותיקה	10429	86	דירה בבית קומות	3.5	שלישית	72	440,000
2027	19/01/2011	אוסישקין 38	מוצקין הותיקה	11577	95	דירה בבית קומות	3.5	שלישית	70	405,000
2028	18/01/2011	אוסישקין 38	מוצקין הותיקה	11562	111	דירה בבית קומות	1	שניה	28	200,000
2029	17/01/2011	"רנ""ס 25"	מוצקין הותיקה	10429	76	דירה בבית קומות	5	שניה	120	1,250,000
2030	16/01/2011	אוסישקין 5	מוצקין הותיקה	10429	76	דירה	5		119	1,250,000
2031	16/01/2011	אוסישקין 38	מוצקין הותיקה	11577	92	דירה בבית קומות	3	שניה	69	405,000
2032	16/01/2011	אוסישקין 38	מוצקין הותיקה	10429	97	דירה בבית קומות	4	שניה	68	475,000
2033	14/01/2011	רוקח 2	מוצקין הותיקה	11562	61	דירה בבית קומות	2.5	שניה	45	800,000
2034	14/01/2011	אושה 15	מוצקין הותיקה	10429	171	דירה בבית קומות	2.5	שלישית	49	280,000
2035	13/01/2011	רוקח 19	מוצקין הותיקה	11562	22	דירה בבית קומות	3.5	שניה	68	600,000
2036	12/01/2011	אושה 15	מוצקין הותיקה	11562	56	דירה בבית קומות	4	שניה	93	840,000
2037	10/01/2011	גושן משה 30	מוצקין הותיקה	10428	144	דירה בבית קומות	2	ראשונה	46	275,000
2038	09/01/2011	רוקח 27	מוצקין הותיקה	10429	174	דירה בבית קומות	3	שניה	60	500,000
2039	06/01/2011	עכו 75	מוצקין הותיקה	11562	101	דירה בבית קומות	4	שניה	84	710,000
2040	06/01/2011	סנש חנה 7	מוצקין הותיקה	10428	156	דירה בבית קומות	1	קרקע	26	585,000
2041	05/01/2011	כצנלסון 13	מוצקין הותיקה	10428	151	דירה בבית קומות	1.5	קרקע	26	280,000
2042	05/01/2011	רוקח 4	מוצקין הותיקה	11577	42	דירה בבית קומות	3	חמישית	77	830,000
2043	04/01/2011	אהרון 13	מוצקין הותיקה	11577	42	דירה	3	חמישית	77	830,000
2044	30/12/2010	אושה 15	מוצקין הותיקה	11577	84	דירה בבית קומות	4	שניה	110	740,000
2045	28/12/2010	אושה 15	מוצקין הותיקה	10428	123	דירה בבית קומות	2	ראשונה	25	197,000
2046	28/12/2010	ברק 56	מוצקין הותיקה	11562	105	דירה בבית קומות	4	שניה	84	745,000
2047	28/12/2010	ההגנה 42	מוצקין הותיקה	10428	152	דירה בבית קומות	2	ראשונה	50	225,000
2048	28/12/2010	גושן משה 44	מוצקין הותיקה	11577	65	דירה בבית קומות	4	ראשונה	100	670,000
2049	27/12/2010	ההגנה 44	מוצקין הותיקה	11577	101	דירה בבית קומות	3	ראשונה	90	1,040,000
2050	26/12/2010	גושן משה 88	מוצקין הותיקה	10429	171	דירה בבית קומות	3	שלישית	49	350,000
2051	24/12/2010	גושן משה 8	מוצקין הותיקה	11562	68	חנות		ראשונה	40	530,000
2052	15/12/2010	ברק 10	מוצקין הותיקה	11562	24	דירה בבית קומות	4	שניה	73	740,000
2053	09/12/2010	ברק 10	מוצקין הותיקה	11577	104	דירה בבית קומות	1.5	ראשונה	29	188,000
2054	08/12/2010	אורן 17	מוצקין הותיקה	10429	80	דירה בבית קומות	3	ראשונה	71	330,000
2055	08/12/2010	הילדים 16	מוצקין הותיקה	10429	80	דירה בבית קומות	4	שלישית	72	260,000
2056	08/12/2010	אושה 1	מוצקין הותיקה	11577	126	דירה בבית קומות	4	שלישית	97	950,000
2057	06/12/2010	גושן משה 34	מוצקין הותיקה	10430	281	דירה בבית קומות	3	שניה	72	190,000
2058	05/12/2010	ויצמן 58	מוצקין הותיקה	11577	42	דירה בבית קומות	4	שישית	81	1,325,000
2059	04/12/2010	עכו 109	מוצקין הותיקה	11577	42	דירה	4	שישית	107	1,325,000
2060	02/12/2010	עכו 53	מוצקין הותיקה	10429	135	דירה בבית קומות	4	שלישית	65	550,000
2061	02/12/2010	אוסישקין 36	מוצקין הותיקה	11562	19	דירה בבית קומות	4	ראשונה	91	1,292,000
2062	02/12/2010	עכו 55	מוצקין הותיקה	10428	152	דירה בבית קומות	1	ראשונה	26	210,000
2063	02/12/2010	עכו 85	מוצקין הותיקה	11577	91	דירה בבית קומות	3	שלישית	70	379,000
2064	30/11/2010	ההגנה 50	מוצקין הותיקה	10428	89	דירה בבית קומות	4	שניה	99	1,180,000
2065	30/11/2010	אושה 25	מוצקין הותיקה	10428	133	דירה בבית קומות	4	קרקע	79	550,000
2066	29/11/2010	גושן משה 8	מוצקין הותיקה	10428	89	דירה	4	שלישית	99	1,180,000
2067	28/11/2010	סנש חנה 5	מוצקין הותיקה	11577	42	דירה בבית קומות	3	שלישית	77	812,000
2068	27/11/2010	דבורה 17	מוצקין הותיקה	11577	42	דירה	3	שלישית	77	812,500
2069	23/11/2010	ההגנה 30	מוצקין הותיקה	11562	74	דירה בבית קומות	3.5	ראשונה	64	720,000
2070	23/11/2010	גושן משה 36	מוצקין הותיקה	11562	115	דירה בבית קומות	1.5	שניה	25	190,000
2071	18/11/2010	גושן משה 28	מוצקין הותיקה	11577	111	דירה בבית קומות	3	קרקע	66	755,000
2072	17/11/2010	הרב הרצוג 26	מוצקין הותיקה	10430	415	דירה בבית קומות	3	שניה	64	415,000
2073	16/11/2010	העליה 5	מוצקין הותיקה	10429	95	דירה בבית קומות	3	שלישית	66	485,000
2074	15/11/2010	רוקח 18	מוצקין הותיקה	10429	76	דירה	5	ראשונה	153	1,770,000
2075	14/11/2010	אוסישקין 4	מוצקין הותיקה	10430	414	דירה בבית קומות	3.5	שלישית	67	485,000
2076	14/11/2010	עכו 55	מוצקין הותיקה	10429	76	דירה	5		119	1,300,000
2077	14/11/2010	ברק 24	מוצקין הותיקה	10428	124	דירה בבית קומות	2	ראשונה	60	390,000
2078	14/11/2010	עכו 85	מוצקין הותיקה	11577	106	דירה בבית קומות	3	שניה	70	600,000
2079	12/11/2010	"רנ""ס 1"	מוצקין הותיקה	10428	133	דירה בבית קומות	2	ראשונה	35	102,500
2080	10/11/2010	ההגנה 24	מוצקין הותיקה	11562	77	דירה בבית קומות	4	שניה	76	600,000
2081	10/11/2010	סנש חנה 7	מוצקין הותיקה	11577	54	דירה בבית קומות	5	שלישית + רביעית	126	1,345,000
2082	09/11/2010	עכו 91	מוצקין הותיקה	10430	281	דירה בבית קומות	3	ראשונה	73	675,000
2083	09/11/2010	גושן משה 38	מוצקין הותיקה	11577	54	דירה	5		126	1,345,000
2084	09/11/2010	עכו 97	מוצקין הותיקה	10430	385	דירה בבית קומות	3	ראשונה	68	425,000
2085	08/11/2010	אושה 17	מוצקין הותיקה	11562	41	דירה בבית קומות	5	שלישית ורביעית	128	1,325,000
2086	08/11/2010	אוסישקין 38	מוצקין הותיקה	11577	65	דירה בבית קומות	3	ראשונה	53	410,000
2087	07/11/2010	גושן משה 84	מוצקין הותיקה	11562	41	דירה	5		128	1,325,000
2088	07/11/2010	אהרון 30	מוצקין הותיקה	10428	158	דירה בבית קומות	2	קרקע	48	250,000
2089	07/11/2010	רוקח 4	מוצקין הותיקה	11577	42	דירה בבית קומות	3	ראשונה	81	820,000
2090	06/11/2010	גושן משה 22	מוצקין הותיקה	11577	42	דירה	3	ראשונה	80	820,000
2091	04/11/2010	עכו 51	מוצקין הותיקה	10428	101	דירה בבית קומות	4	ראשונה 1	110	830,000
2092	04/11/2010	גורדון 17	מוצקין הותיקה	11562	115	חנות		ראשונה	20	300,000
2093	04/11/2010	רוקח 6	מוצקין הותיקה	10429	76	דירה בבית קומות	5	ראשונה	120	1,040,000
2094	04/11/2010	אוסישקין 10	מוצקין הותיקה	11577	42	דירה בבית קומות	3	שניה	81	830,000
2095	03/11/2010	גושן משה 72	מוצקין הותיקה	10429	76	דירה	5		119	1,040,000
2096	03/11/2010	אוסישקין 23	מוצקין הותיקה	11577	42	דירה	3	שניה	80	830,000
2097	01/11/2010	יעל 17	מוצקין הותיקה	11562	64	דירה בבית קומות	5	שלישית	116	1,595,000
2098	31/10/2010	ציפורן 2	מוצקין הותיקה	11562	64	דירת גג (פנטהאוז)	5	רביעית	114	1,595,000
2099	31/10/2010	אוסישקין 5	מוצקין הותיקה	11577	117	דירה בבית קומות	4	שלישית	88	520,000
2100	29/10/2010	דבורה 32	מוצקין הותיקה	11577	73	דירה בבית קומות	4	שלישית,רביעית	124	720,000
2101	28/10/2010	אושה 14	מוצקין הותיקה	11562	64	דירה בבית קומות	4	שלישית	92	1,195,000
2102	28/10/2010	אושה 15	מוצקין הותיקה	10428	14	דירה בבית קומות	2.5	ראשונה	50	390,000
2103	27/10/2010	רוקח 19	מוצקין הותיקה	11577	26	דירה בבית קומות	4	שלישית	66	640,000
2104	27/10/2010	גושן משה 72	מוצקין הותיקה	11577	126	דירה בבית קומות	4	שניה	97	740,000
2105	27/10/2010	ברק 34	מוצקין הותיקה	11562	64	דירה	4	שלישית	92	1,195,000
2106	27/10/2010	אוסישקין 17	מוצקין הותיקה	10428	157	דירה בבית קומות	1	ראשונה	26	110,000
2107	27/10/2010	ברק 34	מוצקין הותיקה	11562	41	דירה	5		109	1,440,000
2108	25/10/2010	סנש חנה 18	מוצקין הותיקה	11562	41	דירה בבית קומות	5	ראשונה	109	1,030,000
